sale_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_percent,sales_amount,cost_amount,profit,payment_method,sales_channel,salesperson_id,city,state,region,order_date,event_type,event_description
S021008,ORD646558,C08713,P009,Fusion Earbuds,Accessories,1,3000,5.0,2850.0,1500,1350.0,UPI,Store,SP035,Hyderabad,Telangana,South India,2021-11-05,None,None
S021009,ORD953154,C08968,P010,Fusion Charger,Accessories,1,1500,15.0,1275.0,500,775.0,Debit Card,Store,SP092,Margao,Goa,West India,2021-11-05,None,None
S021010,ORD761574,C09190,P007,FusionTab Mini,Tablets,47,22000,15.0,878900.0,705000,173900.0,Net Banking,Corporate Team,SP037,Warangal,Telangana,South India,2021-11-05,None,None
S021011,ORD608738,C03201,P005,FusionPhone X,Smartphones,1,35000,15.0,29750.0,25000,4750.0,Debit Card,Mobile App,Online,Thiruvananthapuram,Kerala,South India,2021-11-05,None,None
S021012,ORD673566,C06591,P002,FusionBook Pro,Laptops,36,95000,20.0,2736000.0,2520000,216000.0,Net Banking,Corporate Team,SP008,Ludhiana,Punjab,North India,2021-11-05,None,None
S021013,ORD980875,C00405,P001,FusionBook Air,Laptops,94,60000,20.0,4512000.0,4230000,282000.0,Net Banking,Corporate Team,SP081,Chandigarh,Punjab,North India,2021-11-05,None,None
S021014,ORD863540,C02952,P012,Fusion Keyboard,Accessories,1,2500,15.0,2125.0,1200,925.0,Credit Card,Store,SP072,Hubli,Karnataka,South India,2021-11-05,None,None
S021015,ORD386245,C05883,P009,Fusion Earbuds,Accessories,1,3000,15.0,2550.0,1500,1050.0,UPI,Mobile App,Online,Mumbai,Maharashtra,West India,2021-11-05,None,None
S021016,ORD921297,C06484,P009,Fusion Earbuds,Accessories,1,3000,20.0,2400.0,1500,900.0,UPI,Store,SP042,Kolkata,West Bengal,East India,2021-11-05,None,None
S021017,ORD907899,C13447,P013,Fusion Mouse,Accessories,1,1200,15.0,1020.0,600,420.0,UPI,Website,Online,Panaji,Goa,West India,2021-11-05,None,None
S021018,ORD757314,C07138,P007,FusionTab Mini,Tablets,63,22000,20.0,1108800.0,945000,163800.0,Net Banking,Corporate Team,SP002,New Delhi,Delhi,North India,2021-11-05,None,None
S021019,ORD739929,C08205,P009,Fusion Earbuds,Accessories,82,3000,15.0,209100.0,123000,86100.0,Net Banking,Corporate Team,SP019,Hyderabad,Telangana,South India,2021-11-05,None,None
S021020,ORD395171,C01404,P005,FusionPhone X,Smartphones,1,35000,20.0,28000.0,25000,3000.0,UPI,Website,Online,Mumbai,Maharashtra,West India,2021-11-05,None,None
S021021,ORD590414,C10357,P017,Fusion Watch Lite,Wearables,1,5000,20.0,4000.0,2500,1500.0,UPI,Store,SP042,New Delhi,Delhi,North India,2021-11-05,None,None
S021022,ORD992538,C11754,P017,Fusion Watch Lite,Wearables,1,5000,5.0,4750.0,2500,2250.0,UPI,Store,SP065,Gurugram,Haryana,North India,2021-11-05,None,None
S021023,ORD647087,C11267,P004,FusionPhone Lite,Smartphones,1,15000,10.0,13500.0,10000,3500.0,Credit Card,Website,Online,Bhopal,Madhya Pradesh,Central India,2021-11-05,None,None
S021024,ORD259176,C03898,P001,FusionBook Air,Laptops,1,60000,10.0,54000.0,45000,9000.0,UPI,Website,Online,Kozhikode,Kerala,South India,2021-11-05,None,None
S021025,ORD171258,C08881,P007,FusionTab Mini,Tablets,1,22000,20.0,17600.0,15000,2600.0,Cash,Mobile App,Online,Bengaluru,Karnataka,South India,2021-11-05,None,None
S021026,ORD911192,C12013,P012,Fusion Keyboard,Accessories,3,2500,5.0,7125.0,3600,3525.0,UPI,Mobile App,Online,Kozhikode,Kerala,South India,2021-11-05,None,None
S021027,ORD574034,C06058,P001,FusionBook Air,Laptops,48,60000,10.0,2592000.0,2160000,432000.0,Net Banking,Corporate Team,SP030,Udaipur,Rajasthan,West India,2021-11-05,None,None
S021028,ORD349048,C07815,P002,FusionBook Pro,Laptops,30,95000,15.0,2422500.0,2100000,322500.0,Net Banking,Corporate Team,SP086,Margao,Goa,West India,2021-11-05,None,None
S021029,ORD599872,C08824,P009,Fusion Earbuds,Accessories,2,3000,20.0,4800.0,3000,1800.0,UPI,Mobile App,Online,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021030,ORD556595,C13136,P002,FusionBook Pro,Laptops,1,95000,5.0,90250.0,70000,20250.0,UPI,Mobile App,Online,New Delhi,Delhi,North India,2021-11-05,None,None
S021031,ORD244475,C06995,P012,Fusion Keyboard,Accessories,1,2500,15.0,2125.0,1200,925.0,Debit Card,Website,Online,Mumbai,Maharashtra,West India,2021-11-05,None,None
S021032,ORD571375,C01613,P010,Fusion Charger,Accessories,1,1500,20.0,1200.0,500,700.0,Credit Card,Website,Online,Hyderabad,Telangana,South India,2021-11-05,None,None
S021033,ORD615558,C14842,P009,Fusion Earbuds,Accessories,1,3000,15.0,2550.0,1500,1050.0,Credit Card,Mobile App,Online,Chandigarh,Punjab,North India,2021-11-05,None,None
S021034,ORD714605,C11765,P012,Fusion Keyboard,Accessories,1,2500,5.0,2375.0,1200,1175.0,Credit Card,Website,Online,Varanasi,Uttar Pradesh,North India,2021-11-05,None,None
S021035,ORD692589,C12013,P013,Fusion Mouse,Accessories,1,1200,5.0,1140.0,600,540.0,Debit Card,Mobile App,Online,Kozhikode,Kerala,South India,2021-11-05,None,None
S021036,ORD204973,C07997,P009,Fusion Earbuds,Accessories,1,3000,20.0,2400.0,1500,900.0,UPI,Store,SP037,Ludhiana,Punjab,North India,2021-11-05,None,None
S021037,ORD549381,C03026,P005,FusionPhone X,Smartphones,1,35000,10.0,31500.0,25000,6500.0,Cash,Store,SP016,Gaya,Bihar,East India,2021-11-05,None,None
S021038,ORD595446,C01867,P013,Fusion Mouse,Accessories,1,1200,15.0,1020.0,600,420.0,UPI,Store,SP057,Cuttack,Odisha,East India,2021-11-05,None,None
S021039,ORD989289,C13387,P009,Fusion Earbuds,Accessories,1,3000,20.0,2400.0,1500,900.0,UPI,Mobile App,Online,New Delhi,Delhi,North India,2021-11-05,None,None
S021040,ORD833912,C11355,P005,FusionPhone X,Smartphones,1,35000,20.0,28000.0,25000,3000.0,Cash,Mobile App,Online,New Delhi,Delhi,North India,2021-11-05,None,None
S021041,ORD670042,C02772,P005,FusionPhone X,Smartphones,1,35000,20.0,28000.0,25000,3000.0,Credit Card,Store,SP036,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021042,ORD565863,C14579,P005,FusionPhone X,Smartphones,1,35000,20.0,28000.0,25000,3000.0,UPI,Store,SP002,Chandigarh,Punjab,North India,2021-11-05,None,None
S021043,ORD387224,C10588,P004,FusionPhone Lite,Smartphones,1,15000,10.0,13500.0,10000,3500.0,Debit Card,Website,Online,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021044,ORD803934,C08094,P009,Fusion Earbuds,Accessories,2,3000,20.0,4800.0,3000,1800.0,Cash,Website,Online,Margao,Goa,West India,2021-11-05,None,None
S021045,ORD830824,C14995,P010,Fusion Charger,Accessories,2,1500,20.0,2400.0,1000,1400.0,UPI,Mobile App,Online,Kolkata,West Bengal,East India,2021-11-05,None,None
S021046,ORD791357,C01614,P002,FusionBook Pro,Laptops,1,95000,20.0,76000.0,70000,6000.0,Credit Card,Store,SP055,Chandigarh,Punjab,North India,2021-11-05,None,None
S021047,ORD479685,C02358,P009,Fusion Earbuds,Accessories,1,3000,5.0,2850.0,1500,1350.0,Credit Card,Website,Online,Panipat,Haryana,North India,2021-11-05,None,None
S021048,ORD818891,C01405,P017,Fusion Watch Lite,Wearables,1,5000,10.0,4500.0,2500,2000.0,Credit Card,Mobile App,Online,Panaji,Goa,West India,2021-11-05,None,None
S021049,ORD446169,C06719,P011,Fusion Case,Accessories,2,800,5.0,1520.0,400,1120.0,Cash,Store,SP089,Vijayawada,Andhra Pradesh,South India,2021-11-05,None,None
S021050,ORD647164,C13537,P001,FusionBook Air,Laptops,1,60000,20.0,48000.0,45000,3000.0,UPI,Website,Online,Indore,Madhya Pradesh,Central India,2021-11-05,None,None
S021051,ORD176112,C03197,P014,FusionView 24,Monitors,49,12000,20.0,470400.0,392000,78400.0,Net Banking,Corporate Team,SP010,Cuttack,Odisha,East India,2021-11-05,None,None
S021052,ORD445737,C01776,P005,FusionPhone X,Smartphones,1,35000,5.0,33250.0,25000,8250.0,Credit Card,Store,SP025,New Delhi,Delhi,North India,2021-11-05,None,None
S021053,ORD373725,C03314,P011,Fusion Case,Accessories,2,800,5.0,1520.0,400,1120.0,Credit Card,Store,SP004,Visakhapatnam,Andhra Pradesh,South India,2021-11-05,None,None
S021054,ORD453281,C00576,P012,Fusion Keyboard,Accessories,1,2500,10.0,2250.0,1200,1050.0,UPI,Store,SP063,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021055,ORD265609,C09984,P002,FusionBook Pro,Laptops,50,95000,20.0,3800000.0,3500000,300000.0,Net Banking,Corporate Team,SP015,Gurugram,Haryana,North India,2021-11-05,None,None
S021056,ORD914363,C05879,P005,FusionPhone X,Smartphones,1,35000,5.0,33250.0,25000,8250.0,UPI,Website,Online,Margao,Goa,West India,2021-11-05,None,None
S021057,ORD380539,C06766,P004,FusionPhone Lite,Smartphones,1,15000,15.0,12750.0,10000,2750.0,UPI,Store,SP019,Vijayawada,Andhra Pradesh,South India,2021-11-05,None,None
S021058,ORD354416,C13550,P011,Fusion Case,Accessories,1,800,5.0,760.0,200,560.0,Credit Card,Website,Online,Bhopal,Madhya Pradesh,Central India,2021-11-05,None,None
S021059,ORD960094,C06921,P002,FusionBook Pro,Laptops,44,95000,10.0,3762000.0,3080000,682000.0,Net Banking,Corporate Team,SP050,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021060,ORD611149,C04570,P011,Fusion Case,Accessories,1,800,20.0,640.0,200,440.0,UPI,Mobile App,Online,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021061,ORD559173,C08187,P010,Fusion Charger,Accessories,14,1500,20.0,16800.0,7000,9800.0,Net Banking,Corporate Team,SP074,Panaji,Goa,West India,2021-11-05,None,None
S021062,ORD326344,C02772,P001,FusionBook Air,Laptops,1,60000,10.0,54000.0,45000,9000.0,Credit Card,Store,SP065,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021063,ORD756413,C05731,P005,FusionPhone X,Smartphones,1,35000,5.0,33250.0,25000,8250.0,UPI,Mobile App,Online,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021064,ORD289494,C07629,P005,FusionPhone X,Smartphones,1,35000,15.0,29750.0,25000,4750.0,Credit Card,Mobile App,Online,Pune,Maharashtra,West India,2021-11-05,None,None
S021065,ORD311312,C05353,P005,FusionPhone X,Smartphones,1,35000,15.0,29750.0,25000,4750.0,UPI,Mobile App,Online,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021066,ORD826452,C07814,P011,Fusion Case,Accessories,1,800,20.0,640.0,200,440.0,UPI,Mobile App,Online,Visakhapatnam,Andhra Pradesh,South India,2021-11-05,None,None
S021067,ORD148565,C08327,P005,FusionPhone X,Smartphones,1,35000,15.0,29750.0,25000,4750.0,UPI,Store,SP087,Bengaluru,Karnataka,South India,2021-11-05,None,None
S021068,ORD891062,C01458,P009,Fusion Earbuds,Accessories,1,3000,15.0,2550.0,1500,1050.0,UPI,Website,Online,Vijayawada,Andhra Pradesh,South India,2021-11-05,None,None
S021069,ORD501431,C11174,P005,FusionPhone X,Smartphones,1,35000,5.0,33250.0,25000,8250.0,UPI,Website,Online,Faridabad,Haryana,North India,2021-11-05,None,None
S021070,ORD288515,C01436,P013,Fusion Mouse,Accessories,1,1200,20.0,960.0,600,360.0,Cash,Store,SP021,Gurugram,Haryana,North India,2021-11-05,None,None
S021071,ORD183472,C00786,P009,Fusion Earbuds,Accessories,1,3000,5.0,2850.0,1500,1350.0,Credit Card,Mobile App,Online,New Delhi,Delhi,North India,2021-11-05,None,None
S021072,ORD888091,C06511,P010,Fusion Charger,Accessories,1,1500,15.0,1275.0,500,775.0,UPI,Website,Online,Warangal,Telangana,South India,2021-11-05,None,None
S021073,ORD465825,C02048,P013,Fusion Mouse,Accessories,2,1200,15.0,2040.0,1200,840.0,UPI,Mobile App,Online,Jaipur,Rajasthan,West India,2021-11-05,None,None
S021074,ORD661554,C09495,P001,FusionBook Air,Laptops,1,60000,15.0,51000.0,45000,6000.0,UPI,Mobile App,Online,Faridabad,Haryana,North India,2021-11-05,None,None
S021075,ORD691833,C11734,P004,FusionPhone Lite,Smartphones,1,15000,15.0,12750.0,10000,2750.0,Debit Card,Website,Online,Panaji,Goa,West India,2021-11-05,None,None
S021076,ORD300599,C09139,P010,Fusion Charger,Accessories,1,1500,20.0,1200.0,500,700.0,Credit Card,Store,SP007,Udaipur,Rajasthan,West India,2021-11-05,None,None
S021077,ORD687008,C00832,P011,Fusion Case,Accessories,3,800,15.0,2040.0,600,1440.0,Debit Card,Mobile App,Online,Dibrugarh,Assam,East India,2021-11-05,None,None
S021078,ORD877403,C10885,P011,Fusion Case,Accessories,1,800,10.0,720.0,200,520.0,Credit Card,Store,SP016,Chandigarh,Punjab,North India,2021-11-05,None,None
S021079,ORD106964,C03599,P012,Fusion Keyboard,Accessories,1,2500,15.0,2125.0,1200,925.0,UPI,Mobile App,Online,New Delhi,Delhi,North India,2021-11-05,None,None
S021080,ORD354113,C13357,P002,FusionBook Pro,Laptops,15,95000,15.0,1211250.0,1050000,161250.0,Net Banking,Corporate Team,SP098,Bhubaneswar,Odisha,East India,2021-11-05,None,None
S021081,ORD313757,C03914,P009,Fusion Earbuds,Accessories,1,3000,10.0,2700.0,1500,1200.0,Credit Card,Store,SP034,Dibrugarh,Assam,East India,2021-11-05,None,None
S021082,ORD718615,C13320,P001,FusionBook Air,Laptops,155,60000,10.0,8370000.0,6975000,1395000.0,Net Banking,Corporate Team,SP029,Cuttack,Odisha,East India,2021-11-05,None,None
S021083,ORD709536,C07788,P013,Fusion Mouse,Accessories,1,1200,10.0,1080.0,600,480.0,Cash,Mobile App,Online,Vijayawada,Andhra Pradesh,South India,2021-11-05,None,None
S021084,ORD137828,C08388,P005,FusionPhone X,Smartphones,1,35000,10.0,31500.0,25000,6500.0,UPI,Mobile App,Online,Mumbai,Maharashtra,West India,2021-11-05,None,None
S021085,ORD992713,C00243,P012,Fusion Keyboard,Accessories,1,2500,15.0,2125.0,1200,925.0,Debit Card,Website,Online,Gurugram,Haryana,North India,2021-11-05,None,None
S021086,ORD611490,C05502,P010,Fusion Charger,Accessories,1,1500,20.0,1200.0,500,700.0,Credit Card,Website,Online,Amritsar,Punjab,North India,2021-11-05,None,None
S021087,ORD137206,C08085,P002,FusionBook Pro,Laptops,5,95000,20.0,380000.0,350000,30000.0,Net Banking,Corporate Team,SP038,Ludhiana,Punjab,North India,2021-11-05,None,None
S021088,ORD715882,C02993,P012,Fusion Keyboard,Accessories,1,2500,20.0,2000.0,1200,800.0,Debit Card,Store,SP100,New Delhi,Delhi,North India,2021-11-05,None,None
S021089,ORD339502,C04650,P009,Fusion Earbuds,Accessories,1,3000,20.0,2400.0,1500,900.0,UPI,Store,SP035,Vijayawada,Andhra Pradesh,South India,2021-11-05,None,None
S021090,ORD760489,C12528,P012,Fusion Keyboard,Accessories,2,2500,20.0,4000.0,2400,1600.0,Credit Card,Website,Online,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021091,ORD349725,C11243,P012,Fusion Keyboard,Accessories,1,2500,15.0,2125.0,1200,925.0,Credit Card,Store,SP005,Hyderabad,Telangana,South India,2021-11-05,None,None
S021092,ORD932751,C00141,P002,FusionBook Pro,Laptops,1,95000,20.0,76000.0,70000,6000.0,UPI,Mobile App,Online,Raipur,Chhattisgarh,Central India,2021-11-05,None,None
S021093,ORD302022,C12947,P011,Fusion Case,Accessories,1,800,20.0,640.0,200,440.0,UPI,Mobile App,Online,Amritsar,Punjab,North India,2021-11-05,None,None
S021094,ORD683621,C10429,P010,Fusion Charger,Accessories,1,1500,10.0,1350.0,500,850.0,Debit Card,Store,SP042,Jaipur,Rajasthan,West India,2021-11-05,None,None
S021095,ORD383222,C12211,P010,Fusion Charger,Accessories,1,1500,20.0,1200.0,500,700.0,Credit Card,Store,SP085,New Delhi,Delhi,North India,2021-11-05,None,None
S021096,ORD816816,C07571,P004,FusionPhone Lite,Smartphones,1,15000,5.0,14250.0,10000,4250.0,UPI,Website,Online,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021097,ORD731557,C04435,P002,FusionBook Pro,Laptops,1,95000,10.0,85500.0,70000,15500.0,UPI,Mobile App,Online,Gurugram,Haryana,North India,2021-11-05,None,None
S021098,ORD195182,C02691,P005,FusionPhone X,Smartphones,1,35000,5.0,33250.0,25000,8250.0,UPI,Mobile App,Online,Thiruvananthapuram,Kerala,South India,2021-11-05,None,None
S021099,ORD773851,C04190,P012,Fusion Keyboard,Accessories,14,2500,15.0,29750.0,16800,12950.0,Net Banking,Corporate Team,SP030,Warangal,Telangana,South India,2021-11-05,None,None
S021100,ORD733048,C10451,P013,Fusion Mouse,Accessories,1,1200,15.0,1020.0,600,420.0,Credit Card,Mobile App,Online,Dibrugarh,Assam,East India,2021-11-05,None,None
S021101,ORD585159,C11492,P013,Fusion Mouse,Accessories,2,1200,20.0,1920.0,1200,720.0,Debit Card,Store,SP007,Udaipur,Rajasthan,West India,2021-11-05,None,None
S021102,ORD260424,C13387,P005,FusionPhone X,Smartphones,1,35000,5.0,33250.0,25000,8250.0,Cash,Website,Online,New Delhi,Delhi,North India,2021-11-05,None,None
S021103,ORD855481,C11168,P011,Fusion Case,Accessories,1,800,15.0,680.0,200,480.0,UPI,Website,Online,Madurai,Tamil Nadu,South India,2021-11-05,None,None
S021104,ORD274273,C13720,P004,FusionPhone Lite,Smartphones,1,15000,15.0,12750.0,10000,2750.0,UPI,Store,SP070,Guwahati,Assam,East India,2021-11-05,None,None
S021105,ORD796971,C04765,P009,Fusion Earbuds,Accessories,1,3000,10.0,2700.0,1500,1200.0,UPI,Store,SP084,Ahmedabad,Gujarat,West India,2021-11-05,None,None
S021106,ORD604287,C10394,P011,Fusion Case,Accessories,1,800,10.0,720.0,200,520.0,Credit Card,Store,SP091,Kozhikode,Kerala,South India,2021-11-05,None,None
S021107,ORD979065,C05862,P011,Fusion Case,Accessories,1,800,5.0,760.0,200,560.0,UPI,Store,SP042,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021108,ORD503664,C04815,P001,FusionBook Air,Laptops,70,60000,15.0,3570000.0,3150000,420000.0,Net Banking,Corporate Team,SP049,Kolkata,West Bengal,East India,2021-11-05,None,None
S021109,ORD547010,C03471,P015,FusionView 27,Monitors,1,18000,20.0,14400.0,12000,2400.0,Credit Card,Mobile App,Online,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021110,ORD571659,C08969,P011,Fusion Case,Accessories,18,800,20.0,11520.0,3600,7920.0,Net Banking,Corporate Team,SP034,Kolkata,West Bengal,East India,2021-11-05,None,None
S021111,ORD899139,C02952,P013,Fusion Mouse,Accessories,1,1200,5.0,1140.0,600,540.0,Debit Card,Mobile App,Online,Hubli,Karnataka,South India,2021-11-05,None,None
S021112,ORD583606,C00491,P005,FusionPhone X,Smartphones,1,35000,15.0,29750.0,25000,4750.0,Credit Card,Website,Online,Bhubaneswar,Odisha,East India,2021-11-05,None,None
S021113,ORD624933,C06465,P005,FusionPhone X,Smartphones,1,35000,15.0,29750.0,25000,4750.0,Credit Card,Store,SP041,Panipat,Haryana,North India,2021-11-05,None,None
S021114,ORD253030,C03724,P005,FusionPhone X,Smartphones,1,35000,15.0,29750.0,25000,4750.0,UPI,Mobile App,Online,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021115,ORD889684,C04876,P010,Fusion Charger,Accessories,5,1500,5.0,7125.0,2500,4625.0,Net Banking,Corporate Team,SP046,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021116,ORD351837,C02268,P007,FusionTab Mini,Tablets,1,22000,15.0,18700.0,15000,3700.0,Cash,Store,SP070,Madurai,Tamil Nadu,South India,2021-11-05,None,None
S021117,ORD715839,C05238,P005,FusionPhone X,Smartphones,1,35000,20.0,28000.0,25000,3000.0,UPI,Store,SP062,Margao,Goa,West India,2021-11-05,None,None
S021118,ORD414226,C01353,P010,Fusion Charger,Accessories,2,1500,20.0,2400.0,1000,1400.0,Cash,Mobile App,Online,Hyderabad,Telangana,South India,2021-11-05,None,None
S021119,ORD989154,C03756,P005,FusionPhone X,Smartphones,1,35000,5.0,33250.0,25000,8250.0,Debit Card,Website,Online,Ludhiana,Punjab,North India,2021-11-05,None,None
S021120,ORD692994,C14233,P001,FusionBook Air,Laptops,59,60000,15.0,3009000.0,2655000,354000.0,Net Banking,Corporate Team,SP015,Indore,Madhya Pradesh,Central India,2021-11-05,None,None
S021121,ORD496953,C05045,P007,FusionTab Mini,Tablets,1,22000,10.0,19800.0,15000,4800.0,UPI,Website,Online,Bengaluru,Karnataka,South India,2021-11-05,None,None
S021122,ORD754135,C04086,P004,FusionPhone Lite,Smartphones,1,15000,10.0,13500.0,10000,3500.0,Cash,Website,Online,Varanasi,Uttar Pradesh,North India,2021-11-05,None,None
S021123,ORD837082,C13737,P004,FusionPhone Lite,Smartphones,24,15000,15.0,306000.0,240000,66000.0,Net Banking,Corporate Team,SP017,Visakhapatnam,Andhra Pradesh,South India,2021-11-05,None,None
S021124,ORD707996,C14192,P009,Fusion Earbuds,Accessories,1,3000,15.0,2550.0,1500,1050.0,UPI,Mobile App,Online,Raipur,Chhattisgarh,Central India,2021-11-05,None,None
S021125,ORD117350,C11672,P001,FusionBook Air,Laptops,25,60000,20.0,1200000.0,1125000,75000.0,Net Banking,Corporate Team,SP070,Howrah,West Bengal,East India,2021-11-05,None,None
S021126,ORD253273,C08656,P012,Fusion Keyboard,Accessories,1,2500,5.0,2375.0,1200,1175.0,UPI,Mobile App,Online,Kolkata,West Bengal,East India,2021-11-05,None,None
S021127,ORD756822,C13491,P001,FusionBook Air,Laptops,82,60000,20.0,3936000.0,3690000,246000.0,Net Banking,Corporate Team,SP001,Panaji,Goa,West India,2021-11-05,None,None
S021128,ORD113356,C04403,P014,FusionView 24,Monitors,18,12000,15.0,183600.0,144000,39600.0,Net Banking,Corporate Team,SP052,Panaji,Goa,West India,2021-11-05,None,None
S021129,ORD529508,C09288,P012,Fusion Keyboard,Accessories,2,2500,5.0,4750.0,2400,2350.0,Credit Card,Store,SP072,Raipur,Chhattisgarh,Central India,2021-11-05,None,None
S021130,ORD911815,C04082,P012,Fusion Keyboard,Accessories,1,2500,20.0,2000.0,1200,800.0,UPI,Mobile App,Online,Visakhapatnam,Andhra Pradesh,South India,2021-11-05,None,None
S021131,ORD545121,C14124,P009,Fusion Earbuds,Accessories,1,3000,5.0,2850.0,1500,1350.0,Credit Card,Mobile App,Online,Mysuru,Karnataka,South India,2021-11-05,None,None
S021132,ORD653852,C08315,P010,Fusion Charger,Accessories,1,1500,10.0,1350.0,500,850.0,UPI,Store,SP083,Gurugram,Haryana,North India,2021-11-05,None,None
S021133,ORD647522,C07633,P010,Fusion Charger,Accessories,1,1500,5.0,1425.0,500,925.0,UPI,Website,Online,Pune,Maharashtra,West India,2021-11-05,None,None
S021134,ORD325301,C02323,P015,FusionView 27,Monitors,1,18000,15.0,15300.0,12000,3300.0,UPI,Website,Online,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021135,ORD219188,C13908,P005,FusionPhone X,Smartphones,1,35000,5.0,33250.0,25000,8250.0,UPI,Website,Online,Kanpur,Uttar Pradesh,North India,2021-11-05,None,None
S021136,ORD262305,C07332,P002,FusionBook Pro,Laptops,1,95000,5.0,90250.0,70000,20250.0,UPI,Store,SP031,Ahmedabad,Gujarat,West India,2021-11-05,None,None
S021137,ORD967438,C08445,P005,FusionPhone X,Smartphones,1,35000,10.0,31500.0,25000,6500.0,UPI,Website,Online,Bengaluru,Karnataka,South India,2021-11-05,None,None
S021138,ORD545788,C07168,P002,FusionBook Pro,Laptops,1,95000,20.0,76000.0,70000,6000.0,UPI,Store,SP073,Bengaluru,Karnataka,South India,2021-11-05,None,None
S021139,ORD800434,C09283,P005,FusionPhone X,Smartphones,1,35000,15.0,29750.0,25000,4750.0,Cash,Mobile App,Online,Bengaluru,Karnataka,South India,2021-11-05,None,None
S021140,ORD379594,C08878,P012,Fusion Keyboard,Accessories,2,2500,20.0,4000.0,2400,1600.0,Credit Card,Store,SP005,Panaji,Goa,West India,2021-11-05,None,None
S021141,ORD635751,C03987,P012,Fusion Keyboard,Accessories,1,2500,20.0,2000.0,1200,800.0,Debit Card,Mobile App,Online,Udaipur,Rajasthan,West India,2021-11-05,None,None
S021142,ORD989861,C09614,P005,FusionPhone X,Smartphones,1,35000,10.0,31500.0,25000,6500.0,UPI,Store,SP062,Kochi,Kerala,South India,2021-11-05,None,None
S021143,ORD233070,C03724,P013,Fusion Mouse,Accessories,1,1200,10.0,1080.0,600,480.0,Credit Card,Store,SP003,Chennai,Tamil Nadu,South India,2021-11-05,None,None
S021144,ORD224735,C06787,P012,Fusion Keyboard,Accessories,1,2500,10.0,2250.0,1200,1050.0,Debit Card,Mobile App,Online,New Delhi,Delhi,North India,2021-11-05,None,None
S021145,ORD329878,C07330,P011,Fusion Case,Accessories,1,800,15.0,680.0,200,480.0,UPI,Store,SP018,Chandigarh,Punjab,North India,2021-11-05,None,None
S021146,ORD489813,C03161,P011,Fusion Case,Accessories,1,800,5.0,760.0,200,560.0,UPI,Store,SP070,Ahmedabad,Gujarat,West India,2021-11-05,None,None
S021147,ORD637270,C05667,P004,FusionPhone Lite,Smartphones,1,15000,20.0,12000.0,10000,2000.0,UPI,Store,SP067,Ahmedabad,Gujarat,West India,2021-11-05,None,None
S021148,ORD193186,C13203,P011,Fusion Case,Accessories,1,800,10.0,720.0,200,520.0,UPI,Mobile App,Online,Gurugram,Haryana,North India,2021-11-05,None,None
S021149,ORD260997,C06489,P004,FusionPhone Lite,Smartphones,1,15000,10.0,13500.0,10000,3500.0,UPI,Store,SP001,Panaji,Goa,West India,2021-11-05,None,None
S021150,ORD324165,C07385,P005,FusionPhone X,Smartphones,1,35000,20.0,28000.0,25000,3000.0,UPI,Mobile App,Online,Bengaluru,Karnataka,South India,2021-11-05,None,None
S021151,ORD492449,C14137,P009,Fusion Earbuds,Accessories,2,3000,15.0,5100.0,3000,2100.0,UPI,Store,SP090,Noida,Uttar Pradesh,North India,2021-11-05,None,None
S021152,ORD340127,C07845,P001,FusionBook Air,Laptops,184,60000,20.0,8832000.0,8280000,552000.0,Net Banking,Corporate Team,SP085,Faridabad,Haryana,North India,2021-11-05,None,None
S021153,ORD199760,C11101,P013,Fusion Mouse,Accessories,25,1200,20.0,24000.0,15000,9000.0,Net Banking,Corporate Team,SP084,Ahmedabad,Gujarat,West India,2021-11-05,None,None
S021154,ORD762632,C05661,P001,FusionBook Air,Laptops,185,60000,15.0,9435000.0,8325000,1110000.0,Net Banking,Corporate Team,SP005,Vijayawada,Andhra Pradesh,South India,2021-11-05,None,None
S021155,ORD798892,C11748,P004,FusionPhone Lite,Smartphones,1,15000,10.0,13500.0,10000,3500.0,Credit Card,Mobile App,Online,Visakhapatnam,Andhra Pradesh,South India,2021-11-05,None,None
S021156,ORD387432,C11830,P002,FusionBook Pro,Laptops,20,95000,20.0,1520000.0,1400000,120000.0,Net Banking,Corporate Team,SP066,Kochi,Kerala,South India,2021-11-05,None,None
S021157,ORD905589,C02965,P009,Fusion Earbuds,Accessories,2,3000,20.0,4800.0,3000,1800.0,UPI,Mobile App,Online,Thiruvananthapuram,Kerala,South India,2021-11-05,None,None
