inventory_id,product_id,warehouse,opening_stock,closing_stock,restock_quantity,inventory_date,event_type,event_description
INV000748,P018,Bengaluru_WH,801,105,9805,2022-03-01,None,None
INV000749,P018,Kolkata_WH,3277,2825,6917,2022-03-01,None,None
INV000750,P018,Hyderabad_WH,4854,5040,8734,2022-03-01,None,None
INV000751,P001,Delhi_WH,3943,12541,8855,2022-04-01,None,None
INV000752,P001,Mumbai_WH,3243,1881,539,2022-04-01,None,None
INV000753,P001,Bengaluru_WH,2674,2675,3343,2022-04-01,None,None
INV000754,P001,Kolkata_WH,3960,1414,4452,2022-04-01,None,None
INV000755,P001,Hyderabad_WH,4082,1486,6557,2022-04-01,None,None
INV000756,P002,Delhi_WH,1263,1803,1231,2022-04-01,None,None
INV000757,P002,Mumbai_WH,2781,8938,6594,2022-04-01,None,None
INV000758,P002,Bengaluru_WH,4437,6852,6005,2022-04-01,None,None
INV000759,P002,Kolkata_WH,1738,462,3061,2022-04-01,None,None
INV000760,P002,Hyderabad_WH,165,8494,8371,2022-04-01,None,None
INV000761,P003,Delhi_WH,4305,3800,2009,2022-04-01,None,None
INV000762,P003,Mumbai_WH,1126,3756,2859,2022-04-01,None,None
INV000763,P003,Bengaluru_WH,4234,2120,7867,2022-04-01,None,None
INV000764,P003,Kolkata_WH,3368,6994,8651,2022-04-01,None,None
INV000765,P003,Hyderabad_WH,109,1209,8189,2022-04-01,None,None
INV000766,P004,Delhi_WH,970,754,539,2022-04-01,None,None
INV000767,P004,Mumbai_WH,1409,2729,4242,2022-04-01,None,None
INV000768,P004,Bengaluru_WH,4638,3021,9077,2022-04-01,None,None
INV000769,P004,Kolkata_WH,3365,8047,7513,2022-04-01,None,None
INV000770,P004,Hyderabad_WH,508,8386,8456,2022-04-01,None,None
INV000771,P005,Delhi_WH,2460,4512,4199,2022-04-01,None,None
INV000772,P005,Mumbai_WH,2488,3620,1968,2022-04-01,None,None
INV000773,P005,Bengaluru_WH,3047,6415,3981,2022-04-01,None,None
INV000774,P005,Kolkata_WH,3579,41,761,2022-04-01,None,None
INV000775,P005,Hyderabad_WH,2586,6289,4036,2022-04-01,None,None
INV000776,P007,Delhi_WH,4914,2064,3167,2022-04-01,None,None
INV000777,P007,Mumbai_WH,584,344,1394,2022-04-01,None,None
INV000778,P007,Bengaluru_WH,2641,665,5222,2022-04-01,None,None
INV000779,P007,Kolkata_WH,2042,193,4927,2022-04-01,None,None
INV000780,P007,Hyderabad_WH,3335,5664,2329,2022-04-01,None,None
INV000781,P008,Delhi_WH,1000,1903,930,2022-04-01,None,None
INV000782,P008,Mumbai_WH,402,3947,4135,2022-04-01,None,None
INV000783,P008,Bengaluru_WH,4574,1800,2086,2022-04-01,None,None
INV000784,P008,Kolkata_WH,2089,8194,6367,2022-04-01,None,None
INV000785,P008,Hyderabad_WH,3390,5155,8639,2022-04-01,None,None
INV000786,P009,Delhi_WH,1933,5309,4339,2022-04-01,None,None
INV000787,P009,Mumbai_WH,101,1528,2492,2022-04-01,None,None
INV000788,P009,Bengaluru_WH,1137,2652,3767,2022-04-01,None,None
INV000789,P009,Kolkata_WH,3094,2931,7049,2022-04-01,None,None
INV000790,P009,Hyderabad_WH,3918,1973,3505,2022-04-01,None,None
INV000791,P010,Delhi_WH,1797,2112,7245,2022-04-01,None,None
INV000792,P010,Mumbai_WH,3156,1105,1345,2022-04-01,None,None
INV000793,P010,Bengaluru_WH,3929,1522,9233,2022-04-01,None,None
INV000794,P010,Kolkata_WH,3519,7867,5191,2022-04-01,None,None
INV000795,P010,Hyderabad_WH,2497,2951,6021,2022-04-01,None,None
INV000796,P011,Delhi_WH,2943,3934,6223,2022-04-01,None,None
INV000797,P011,Mumbai_WH,2679,1105,9159,2022-04-01,None,None
INV000798,P011,Bengaluru_WH,1390,988,2729,2022-04-01,None,None
INV000799,P011,Kolkata_WH,873,4027,6660,2022-04-01,None,None
INV000800,P011,Hyderabad_WH,1119,5323,4984,2022-04-01,None,None
INV000801,P012,Delhi_WH,1119,4273,3876,2022-04-01,None,None
INV000802,P012,Mumbai_WH,4419,10183,8884,2022-04-01,None,None
INV000803,P012,Bengaluru_WH,1136,240,1349,2022-04-01,None,None
INV000804,P012,Kolkata_WH,2697,4990,6480,2022-04-01,None,None
INV000805,P012,Hyderabad_WH,973,7377,7508,2022-04-01,None,None
INV000806,P013,Delhi_WH,4157,11704,9498,2022-04-01,None,None
INV000807,P013,Mumbai_WH,3808,6586,6094,2022-04-01,None,None
INV000808,P013,Bengaluru_WH,2050,1143,2176,2022-04-01,None,None
INV000809,P013,Kolkata_WH,1415,1258,3367,2022-04-01,None,None
INV000810,P013,Hyderabad_WH,1228,4257,6871,2022-04-01,None,None
INV000811,P014,Delhi_WH,478,1735,1759,2022-04-01,None,None
INV000812,P014,Mumbai_WH,1577,6353,8863,2022-04-01,None,None
INV000813,P014,Bengaluru_WH,2091,1271,7555,2022-04-01,None,None
INV000814,P014,Kolkata_WH,4646,6802,9035,2022-04-01,None,None
INV000815,P014,Hyderabad_WH,282,1369,2734,2022-04-01,None,None
INV000816,P015,Delhi_WH,823,2059,2761,2022-04-01,None,None
INV000817,P015,Mumbai_WH,881,6957,6817,2022-04-01,None,None
INV000818,P015,Bengaluru_WH,3583,230,3928,2022-04-01,None,None
INV000819,P015,Kolkata_WH,4199,5559,4693,2022-04-01,None,None
INV000820,P015,Hyderabad_WH,2738,3078,1283,2022-04-01,None,None
INV000821,P016,Delhi_WH,283,6179,7006,2022-04-01,None,None
INV000822,P016,Mumbai_WH,3266,3111,1407,2022-04-01,None,None
INV000823,P016,Bengaluru_WH,463,1489,6528,2022-04-01,None,None
INV000824,P016,Kolkata_WH,1319,2348,2065,2022-04-01,None,None
INV000825,P016,Hyderabad_WH,640,129,5197,2022-04-01,None,None
INV000826,P017,Delhi_WH,640,3402,9693,2022-04-01,None,None
INV000827,P017,Mumbai_WH,2851,1371,4163,2022-04-01,None,None
INV000828,P017,Bengaluru_WH,1106,438,7246,2022-04-01,None,None
INV000829,P017,Kolkata_WH,822,4758,8156,2022-04-01,None,None
INV000830,P017,Hyderabad_WH,4157,1132,5351,2022-04-01,None,None
INV000831,P018,Delhi_WH,3897,1598,3273,2022-04-01,None,None
INV000832,P018,Mumbai_WH,3490,10855,7709,2022-04-01,None,None
INV000833,P018,Bengaluru_WH,4064,2441,9008,2022-04-01,None,None
INV000834,P018,Kolkata_WH,3337,6466,4751,2022-04-01,None,None
INV000835,P018,Hyderabad_WH,3536,5664,5946,2022-04-01,None,None
INV000836,P001,Delhi_WH,4780,5507,1149,2022-05-01,None,None
INV000837,P001,Mumbai_WH,302,7647,9828,2022-05-01,None,None
INV000838,P001,Bengaluru_WH,3111,8596,6657,2022-05-01,None,None
INV000839,P001,Kolkata_WH,3137,3513,1520,2022-05-01,None,None
INV000840,P001,Hyderabad_WH,997,3427,7533,2022-05-01,None,None
INV000841,P002,Delhi_WH,2258,3370,7957,2022-05-01,None,None
INV000842,P002,Mumbai_WH,4990,3663,7802,2022-05-01,None,None
INV000843,P002,Bengaluru_WH,3821,7195,6621,2022-05-01,None,None
INV000844,P002,Kolkata_WH,1678,2174,2261,2022-05-01,None,None
INV000845,P002,Hyderabad_WH,4025,1410,8511,2022-05-01,None,None
INV000846,P003,Delhi_WH,4199,3312,7989,2022-05-01,None,None
INV000847,P003,Mumbai_WH,4331,5749,6541,2022-05-01,None,None
INV000848,P003,Bengaluru_WH,4204,9430,5320,2022-05-01,None,None
INV000849,P003,Kolkata_WH,2813,1730,4230,2022-05-01,None,None
INV000850,P003,Hyderabad_WH,4114,2052,4542,2022-05-01,None,None
INV000851,P004,Delhi_WH,3114,2808,2819,2022-05-01,None,None
INV000852,P004,Mumbai_WH,2380,364,532,2022-05-01,None,None
INV000853,P004,Bengaluru_WH,151,4042,4302,2022-05-01,None,None
INV000854,P004,Kolkata_WH,3116,4096,4216,2022-05-01,None,None
INV000855,P004,Hyderabad_WH,1085,5684,5339,2022-05-01,None,None
INV000856,P005,Delhi_WH,374,3916,4546,2022-05-01,None,None
INV000857,P005,Mumbai_WH,173,6480,7649,2022-05-01,None,None
INV000858,P005,Bengaluru_WH,2708,3731,2277,2022-05-01,None,None
INV000859,P005,Kolkata_WH,4585,5881,4518,2022-05-01,None,None
INV000860,P005,Hyderabad_WH,3233,8485,6454,2022-05-01,None,None
INV000861,P007,Delhi_WH,4460,3561,939,2022-05-01,None,None
INV000862,P007,Mumbai_WH,4643,3059,8743,2022-05-01,None,None
INV000863,P007,Bengaluru_WH,4928,10399,8639,2022-05-01,None,None
INV000864,P007,Kolkata_WH,1137,541,1305,2022-05-01,None,None
INV000865,P007,Hyderabad_WH,3404,1951,5559,2022-05-01,None,None
INV000866,P008,Delhi_WH,243,2134,7526,2022-05-01,None,None
INV000867,P008,Mumbai_WH,3675,6544,5312,2022-05-01,None,None
INV000868,P008,Bengaluru_WH,3942,5383,6254,2022-05-01,None,None
INV000869,P008,Kolkata_WH,3842,298,2473,2022-05-01,None,None
INV000870,P008,Hyderabad_WH,4885,721,665,2022-05-01,None,None
INV000871,P009,Delhi_WH,198,6567,8469,2022-05-01,None,None
INV000872,P009,Mumbai_WH,659,1320,712,2022-05-01,None,None
INV000873,P009,Bengaluru_WH,3608,395,4739,2022-05-01,None,None
INV000874,P009,Kolkata_WH,1953,280,6330,2022-05-01,None,None
INV000875,P009,Hyderabad_WH,2423,562,1568,2022-05-01,None,None
INV000876,P010,Delhi_WH,959,1262,2787,2022-05-01,None,None
INV000877,P010,Mumbai_WH,4839,3778,1739,2022-05-01,None,None
INV000878,P010,Bengaluru_WH,214,4892,6276,2022-05-01,None,None
INV000879,P010,Kolkata_WH,3089,2915,9242,2022-05-01,None,None
INV000880,P010,Hyderabad_WH,4703,6199,3512,2022-05-01,None,None
INV000881,P011,Delhi_WH,691,2705,4288,2022-05-01,None,None
INV000882,P011,Mumbai_WH,4420,9625,5224,2022-05-01,None,None
INV000883,P011,Bengaluru_WH,4263,8176,4745,2022-05-01,None,None
INV000884,P011,Kolkata_WH,2248,3149,4794,2022-05-01,None,None
INV000885,P011,Hyderabad_WH,2607,3611,3581,2022-05-01,None,None
INV000886,P012,Delhi_WH,4175,5756,8286,2022-05-01,None,None
INV000887,P012,Mumbai_WH,1877,5107,5215,2022-05-01,None,None
INV000888,P012,Bengaluru_WH,1638,7679,6571,2022-05-01,None,None
INV000889,P012,Kolkata_WH,2767,1300,723,2022-05-01,None,None
INV000890,P012,Hyderabad_WH,3205,3744,3162,2022-05-01,None,None
INV000891,P013,Delhi_WH,3358,1749,5777,2022-05-01,None,None
INV000892,P013,Mumbai_WH,4320,2446,887,2022-05-01,None,None
INV000893,P013,Bengaluru_WH,505,978,639,2022-05-01,None,None
INV000894,P013,Kolkata_WH,4657,1848,4610,2022-05-01,None,None
INV000895,P013,Hyderabad_WH,4043,667,754,2022-05-01,None,None
INV000896,P014,Delhi_WH,1279,9462,8198,2022-05-01,None,None
INV000897,P014,Mumbai_WH,1289,3408,8345,2022-05-01,None,None
INV000898,P014,Bengaluru_WH,3467,888,1278,2022-05-01,None,None
INV000899,P014,Kolkata_WH,3516,103,9905,2022-05-01,None,None
INV000900,P014,Hyderabad_WH,3972,373,5265,2022-05-01,None,None
INV000901,P015,Delhi_WH,458,164,561,2022-05-01,None,None
INV000902,P015,Mumbai_WH,3916,1032,1224,2022-05-01,None,None
INV000903,P015,Bengaluru_WH,4338,467,4549,2022-05-01,None,None
INV000904,P015,Kolkata_WH,912,2243,6723,2022-05-01,None,None
INV000905,P015,Hyderabad_WH,4742,12058,8062,2022-05-01,None,None
INV000906,P016,Delhi_WH,505,776,3994,2022-05-01,None,None
INV000907,P016,Mumbai_WH,2163,1913,3817,2022-05-01,None,None
INV000908,P016,Bengaluru_WH,3333,2342,1111,2022-05-01,None,None
INV000909,P016,Kolkata_WH,3892,5978,2857,2022-05-01,None,None
INV000910,P016,Hyderabad_WH,4075,1184,984,2022-05-01,None,None
INV000911,P017,Delhi_WH,225,2548,9840,2022-05-01,None,None
INV000912,P017,Mumbai_WH,1657,1273,9289,2022-05-01,None,None
INV000913,P017,Bengaluru_WH,2552,6786,7521,2022-05-01,None,None
INV000914,P017,Kolkata_WH,3815,3757,818,2022-05-01,None,None
INV000915,P017,Hyderabad_WH,4747,5759,8299,2022-05-01,None,None
INV000916,P018,Delhi_WH,2944,1107,7132,2022-05-01,None,None
INV000917,P018,Mumbai_WH,3278,2298,7298,2022-05-01,None,None
INV000918,P018,Bengaluru_WH,1472,3789,8217,2022-05-01,None,None
INV000919,P018,Kolkata_WH,4302,1414,8202,2022-05-01,None,None
INV000920,P018,Hyderabad_WH,4461,561,1374,2022-05-01,None,None
INV000921,P001,Delhi_WH,2351,4576,4037,2022-06-01,None,None
INV000922,P001,Mumbai_WH,1723,2155,8464,2022-06-01,None,None
INV000923,P001,Bengaluru_WH,2759,3575,3035,2022-06-01,None,None
INV000924,P001,Kolkata_WH,4712,12104,9080,2022-06-01,None,None
INV000925,P001,Hyderabad_WH,1836,9779,9800,2022-06-01,None,None
INV000926,P002,Delhi_WH,1606,1403,6867,2022-06-01,None,None
INV000927,P002,Mumbai_WH,2797,6613,4452,2022-06-01,None,None
INV000928,P002,Bengaluru_WH,1076,7783,9433,2022-06-01,None,None
INV000929,P002,Kolkata_WH,3300,2644,2081,2022-06-01,None,None
INV000930,P002,Hyderabad_WH,3989,10490,8652,2022-06-01,None,None
INV000931,P003,Delhi_WH,4206,761,1494,2022-06-01,None,None
INV000932,P003,Mumbai_WH,3320,2284,7793,2022-06-01,None,None
INV000933,P003,Bengaluru_WH,3550,2263,8127,2022-06-01,None,None
INV000934,P003,Kolkata_WH,1181,5693,9922,2022-06-01,None,None
INV000935,P003,Hyderabad_WH,3010,352,1517,2022-06-01,None,None
INV000936,P004,Delhi_WH,4431,1420,3638,2022-06-01,None,None
INV000937,P004,Mumbai_WH,3417,4805,5647,2022-06-01,None,None
INV000938,P004,Bengaluru_WH,1719,3245,4367,2022-06-01,None,None
INV000939,P004,Kolkata_WH,2417,4826,5370,2022-06-01,None,None
INV000940,P004,Hyderabad_WH,2767,2550,882,2022-06-01,None,None
INV000941,P005,Delhi_WH,4073,7890,5508,2022-06-01,None,None
INV000942,P005,Mumbai_WH,2547,5176,6669,2022-06-01,None,None
INV000943,P005,Bengaluru_WH,4470,3239,2202,2022-06-01,None,None
INV000944,P005,Kolkata_WH,151,593,6641,2022-06-01,None,None
INV000945,P005,Hyderabad_WH,2889,3247,2784,2022-06-01,None,None
INV000946,P007,Delhi_WH,4449,1250,4085,2022-06-01,None,None
INV000947,P007,Mumbai_WH,2785,1268,6367,2022-06-01,None,None
INV000948,P007,Bengaluru_WH,3221,505,4149,2022-06-01,None,None
INV000949,P007,Kolkata_WH,4791,4866,2893,2022-06-01,None,None
INV000950,P007,Hyderabad_WH,4228,4948,8349,2022-06-01,None,None
INV000951,P008,Delhi_WH,649,722,2622,2022-06-01,None,None
INV000952,P008,Mumbai_WH,563,1902,1993,2022-06-01,None,None
INV000953,P008,Bengaluru_WH,1043,4478,5350,2022-06-01,None,None
INV000954,P008,Kolkata_WH,4623,5904,4397,2022-06-01,None,None
INV000955,P008,Hyderabad_WH,2405,835,4791,2022-06-01,None,None
INV000956,P009,Delhi_WH,992,5982,8862,2022-06-01,None,None
INV000957,P009,Mumbai_WH,2470,552,1513,2022-06-01,None,None
INV000958,P009,Bengaluru_WH,2598,5242,6430,2022-06-01,None,None
INV000959,P009,Kolkata_WH,2054,2363,720,2022-06-01,None,None
INV000960,P009,Hyderabad_WH,322,7286,9602,2022-06-01,None,None
INV000961,P010,Delhi_WH,2528,6524,4289,2022-06-01,None,None
INV000962,P010,Mumbai_WH,2383,9159,7836,2022-06-01,None,None
INV000963,P010,Bengaluru_WH,707,1841,3846,2022-06-01,None,None
INV000964,P010,Kolkata_WH,4202,5125,4003,2022-06-01,None,None
INV000965,P010,Hyderabad_WH,1143,890,4374,2022-06-01,None,None
INV000966,P011,Delhi_WH,508,1088,2469,2022-06-01,None,None
INV000967,P011,Mumbai_WH,1286,2068,4285,2022-06-01,None,None
INV000968,P011,Bengaluru_WH,3862,234,2091,2022-06-01,None,None
INV000969,P011,Kolkata_WH,4599,8631,7671,2022-06-01,None,None
INV000970,P011,Hyderabad_WH,1132,1247,4153,2022-06-01,None,None
INV000971,P012,Delhi_WH,4873,4541,5485,2022-06-01,None,None
INV000972,P012,Mumbai_WH,2171,9088,7999,2022-06-01,None,None
INV000973,P012,Bengaluru_WH,1874,1411,8448,2022-06-01,None,None
INV000974,P012,Kolkata_WH,1064,3578,3626,2022-06-01,None,None
INV000975,P012,Hyderabad_WH,130,3878,7668,2022-06-01,None,None
INV000976,P013,Delhi_WH,4384,1500,2305,2022-06-01,None,None
INV000977,P013,Mumbai_WH,4890,9668,9699,2022-06-01,None,None
INV000978,P013,Bengaluru_WH,4160,3423,1790,2022-06-01,None,None
INV000979,P013,Kolkata_WH,2121,5685,8435,2022-06-01,None,None
INV000980,P013,Hyderabad_WH,2168,5210,7376,2022-06-01,None,None
INV000981,P014,Delhi_WH,702,134,571,2022-06-01,None,None
INV000982,P014,Mumbai_WH,3275,6784,4103,2022-06-01,None,None
INV000983,P014,Bengaluru_WH,3242,9216,6928,2022-06-01,None,None
INV000984,P014,Kolkata_WH,3665,3688,5801,2022-06-01,None,None
INV000985,P014,Hyderabad_WH,737,5434,5568,2022-06-01,None,None
INV000986,P015,Delhi_WH,2253,4090,8249,2022-06-01,None,None
INV000987,P015,Mumbai_WH,3110,1569,6555,2022-06-01,None,None
INV000988,P015,Bengaluru_WH,1867,1680,4756,2022-06-01,None,None
INV000989,P015,Kolkata_WH,541,1215,5293,2022-06-01,None,None
INV000990,P015,Hyderabad_WH,417,516,3916,2022-06-01,None,None
INV000991,P016,Delhi_WH,2945,2880,4656,2022-06-01,None,None
INV000992,P016,Mumbai_WH,1141,342,8892,2022-06-01,None,None
INV000993,P016,Bengaluru_WH,4762,1089,2161,2022-06-01,None,None
INV000994,P016,Kolkata_WH,4004,2289,7091,2022-06-01,None,None
INV000995,P016,Hyderabad_WH,325,526,1969,2022-06-01,None,None
INV000996,P017,Delhi_WH,3070,4529,5582,2022-06-01,None,None
INV000997,P017,Mumbai_WH,2489,11051,9450,2022-06-01,None,None
INV000998,P017,Bengaluru_WH,2003,1322,2194,2022-06-01,None,None
INV000999,P017,Kolkata_WH,597,1588,3863,2022-06-01,None,None
INV001000,P017,Hyderabad_WH,941,6523,5843,2022-06-01,None,None
INV001001,P018,Delhi_WH,2845,2038,9707,2022-06-01,None,None
INV001002,P018,Mumbai_WH,258,7496,8962,2022-06-01,None,None
INV001003,P018,Bengaluru_WH,3828,8874,6833,2022-06-01,None,None
INV001004,P018,Kolkata_WH,4226,1052,3602,2022-06-01,None,None
INV001005,P018,Hyderabad_WH,1610,5703,7539,2022-06-01,None,None
INV001006,P001,Delhi_WH,4720,6797,6121,2022-07-01,None,None
INV001007,P001,Mumbai_WH,2329,4201,6966,2022-07-01,None,None
INV001008,P001,Bengaluru_WH,1842,4061,2223,2022-07-01,None,None
INV001009,P001,Kolkata_WH,3678,1175,3662,2022-07-01,None,None
INV001010,P001,Hyderabad_WH,3259,9830,9935,2022-07-01,None,None
INV001011,P002,Delhi_WH,4965,7709,6914,2022-07-01,None,None
INV001012,P002,Mumbai_WH,2090,5688,4791,2022-07-01,None,None
INV001013,P002,Bengaluru_WH,2439,849,766,2022-07-01,None,None
INV001014,P002,Kolkata_WH,1433,4768,7380,2022-07-01,None,None
INV001015,P002,Hyderabad_WH,1724,1707,1442,2022-07-01,None,None
INV001016,P003,Delhi_WH,3616,2944,2653,2022-07-01,None,None
INV001017,P003,Mumbai_WH,1206,2925,6853,2022-07-01,None,None
INV001018,P003,Bengaluru_WH,600,5590,8853,2022-07-01,None,None
INV001019,P003,Kolkata_WH,3224,7604,8354,2022-07-01,None,None
INV001020,P003,Hyderabad_WH,3839,636,6406,2022-07-01,None,None
INV001021,P004,Delhi_WH,1301,1267,1748,2022-07-01,None,None
INV001022,P004,Mumbai_WH,3346,12552,9438,2022-07-01,None,None
INV001023,P004,Bengaluru_WH,2013,2291,5519,2022-07-01,None,None
INV001024,P004,Kolkata_WH,4423,12356,8500,2022-07-01,None,None
INV001025,P004,Hyderabad_WH,4655,864,3500,2022-07-01,None,None
INV001026,P005,Delhi_WH,2469,5844,4211,2022-07-01,None,None
INV001027,P005,Mumbai_WH,3315,1821,2138,2022-07-01,None,None
INV001028,P005,Bengaluru_WH,4838,982,2037,2022-07-01,None,None
INV001029,P005,Kolkata_WH,3747,5426,8769,2022-07-01,None,None
INV001030,P005,Hyderabad_WH,2420,5440,3930,2022-07-01,None,None
INV001031,P007,Delhi_WH,3529,1416,7693,2022-07-01,None,None
INV001032,P007,Mumbai_WH,2553,3309,2227,2022-07-01,None,None
INV001033,P007,Bengaluru_WH,1824,4339,2586,2022-07-01,None,None
INV001034,P007,Kolkata_WH,2378,6572,5021,2022-07-01,None,None
INV001035,P007,Hyderabad_WH,2056,8761,8945,2022-07-01,None,None
INV001036,P008,Delhi_WH,2645,8158,9477,2022-07-01,None,None
INV001037,P008,Mumbai_WH,2304,3247,2201,2022-07-01,None,None
INV001038,P008,Bengaluru_WH,370,5536,5718,2022-07-01,None,None
INV001039,P008,Kolkata_WH,259,4338,9002,2022-07-01,None,None
INV001040,P008,Hyderabad_WH,3668,2503,5749,2022-07-01,None,None
INV001041,P009,Delhi_WH,3140,1398,1502,2022-07-01,None,None
INV001042,P009,Mumbai_WH,3886,3195,4692,2022-07-01,None,None
INV001043,P009,Bengaluru_WH,1054,600,7333,2022-07-01,None,None
INV001044,P009,Kolkata_WH,3943,687,3567,2022-07-01,None,None
INV001045,P009,Hyderabad_WH,4925,6483,8134,2022-07-01,None,None
INV001046,P010,Delhi_WH,1773,5402,5972,2022-07-01,None,None
INV001047,P010,Mumbai_WH,3365,2605,9000,2022-07-01,None,None
INV001048,P010,Bengaluru_WH,4488,5871,9055,2022-07-01,None,None
INV001049,P010,Kolkata_WH,1428,929,9664,2022-07-01,None,None
INV001050,P010,Hyderabad_WH,3269,12724,9842,2022-07-01,None,None
INV001051,P011,Delhi_WH,112,322,1848,2022-07-01,None,None
INV001052,P011,Mumbai_WH,165,791,1457,2022-07-01,None,None
INV001053,P011,Bengaluru_WH,3439,5246,4009,2022-07-01,None,None
INV001054,P011,Kolkata_WH,3635,4785,6214,2022-07-01,None,None
INV001055,P011,Hyderabad_WH,511,3144,9614,2022-07-01,None,None
INV001056,P012,Delhi_WH,1260,376,5404,2022-07-01,None,None
INV001057,P012,Mumbai_WH,372,3028,3212,2022-07-01,None,None
INV001058,P012,Bengaluru_WH,2807,6384,6245,2022-07-01,None,None
INV001059,P012,Kolkata_WH,3713,491,1201,2022-07-01,None,None
INV001060,P012,Hyderabad_WH,640,8261,8609,2022-07-01,None,None
INV001061,P013,Delhi_WH,4279,565,2217,2022-07-01,None,None
INV001062,P013,Mumbai_WH,2454,11030,8595,2022-07-01,None,None
INV001063,P013,Bengaluru_WH,4669,11566,7277,2022-07-01,None,None
INV001064,P013,Kolkata_WH,4770,5197,9525,2022-07-01,None,None
INV001065,P013,Hyderabad_WH,2505,3246,9039,2022-07-01,None,None
INV001066,P014,Delhi_WH,4768,1026,5772,2022-07-01,None,None
INV001067,P014,Mumbai_WH,2002,7884,7419,2022-07-01,None,None
INV001068,P014,Bengaluru_WH,3896,3485,1096,2022-07-01,None,None
INV001069,P014,Kolkata_WH,1858,5942,8324,2022-07-01,None,None
INV001070,P014,Hyderabad_WH,3199,232,3432,2022-07-01,None,None
INV001071,P015,Delhi_WH,2985,2148,987,2022-07-01,None,None
INV001072,P015,Mumbai_WH,3537,2912,5376,2022-07-01,None,None
INV001073,P015,Bengaluru_WH,1861,4756,8605,2022-07-01,None,None
INV001074,P015,Kolkata_WH,1464,4555,6556,2022-07-01,None,None
INV001075,P015,Hyderabad_WH,4115,2226,9921,2022-07-01,None,None
INV001076,P016,Delhi_WH,249,577,3318,2022-07-01,None,None
INV001077,P016,Mumbai_WH,3109,1708,1494,2022-07-01,None,None
INV001078,P016,Bengaluru_WH,2495,1171,1354,2022-07-01,None,None
INV001079,P016,Kolkata_WH,2500,4052,2810,2022-07-01,None,None
INV001080,P016,Hyderabad_WH,2765,2457,1104,2022-07-01,None,None
INV001081,P017,Delhi_WH,3912,2005,5946,2022-07-01,None,None
INV001082,P017,Mumbai_WH,3792,8377,5444,2022-07-01,None,None
INV001083,P017,Bengaluru_WH,1544,1967,4507,2022-07-01,None,None
INV001084,P017,Kolkata_WH,972,1449,7824,2022-07-01,None,None
INV001085,P017,Hyderabad_WH,633,6552,6828,2022-07-01,None,None
INV001086,P018,Delhi_WH,3306,5478,4761,2022-07-01,None,None
INV001087,P018,Mumbai_WH,2014,2209,3067,2022-07-01,None,None
INV001088,P018,Bengaluru_WH,4668,2820,4502,2022-07-01,None,None
INV001089,P018,Kolkata_WH,4963,7973,3843,2022-07-01,None,None
INV001090,P018,Hyderabad_WH,3865,4295,6937,2022-07-01,None,None
INV001091,P001,Delhi_WH,3626,1911,3640,2022-08-01,None,None
INV001092,P001,Mumbai_WH,3900,4596,7238,2022-08-01,None,None
INV001093,P001,Bengaluru_WH,1056,6389,7963,2022-08-01,None,None
INV001094,P001,Kolkata_WH,1761,3474,1984,2022-08-01,None,None
INV001095,P001,Hyderabad_WH,2360,2858,6324,2022-08-01,None,None
INV001096,P002,Delhi_WH,2444,5868,7260,2022-08-01,None,None
INV001097,P002,Mumbai_WH,3091,2904,1883,2022-08-01,None,None
INV001098,P002,Bengaluru_WH,4322,2093,3108,2022-08-01,None,None
INV001099,P002,Kolkata_WH,796,554,9980,2022-08-01,None,None
INV001100,P002,Hyderabad_WH,2950,8500,6808,2022-08-01,None,None
INV001101,P003,Delhi_WH,4836,6298,4606,2022-08-01,None,None
INV001102,P003,Mumbai_WH,1274,2299,6040,2022-08-01,None,None
INV001103,P003,Bengaluru_WH,4461,10035,6075,2022-08-01,None,None
INV001104,P003,Kolkata_WH,1978,5141,8464,2022-08-01,None,None
INV001105,P003,Hyderabad_WH,2920,4244,1426,2022-08-01,None,None
INV001106,P004,Delhi_WH,2412,9166,7288,2022-08-01,None,None
INV001107,P004,Mumbai_WH,280,211,1241,2022-08-01,None,None
INV001108,P004,Bengaluru_WH,3270,5222,2277,2022-08-01,None,None
INV001109,P004,Kolkata_WH,239,737,9299,2022-08-01,None,None
INV001110,P004,Hyderabad_WH,3104,2231,1593,2022-08-01,None,None
INV001111,P005,Delhi_WH,4435,1938,1786,2022-08-01,None,None
INV001112,P005,Mumbai_WH,4327,10086,7113,2022-08-01,None,None
INV001113,P005,Bengaluru_WH,3009,5815,9110,2022-08-01,None,None
INV001114,P005,Kolkata_WH,4168,3266,3018,2022-08-01,None,None
INV001115,P005,Hyderabad_WH,4276,8875,7143,2022-08-01,None,None
INV001116,P007,Delhi_WH,3315,2817,3283,2022-08-01,None,None
INV001117,P007,Mumbai_WH,1706,3693,3121,2022-08-01,None,None
INV001118,P007,Bengaluru_WH,2780,2414,9900,2022-08-01,None,None
INV001119,P007,Kolkata_WH,1990,2100,6794,2022-08-01,None,None
INV001120,P007,Hyderabad_WH,1362,5286,4419,2022-08-01,None,None
INV001121,P008,Delhi_WH,2141,1657,7393,2022-08-01,None,None
INV001122,P008,Mumbai_WH,3353,8850,5948,2022-08-01,None,None
INV001123,P008,Bengaluru_WH,2690,3740,1928,2022-08-01,None,None
INV001124,P008,Kolkata_WH,3367,6243,3803,2022-08-01,None,None
INV001125,P008,Hyderabad_WH,1820,6722,6633,2022-08-01,None,None
