order_date,product_name,category,region,quantity,month,day,dayofweek,quarter,prev_demand,Predicted_Demand
2023-09-26,FusionBook Air,Laptops,East India,1,9,26,1,3,1.0,7.8712726
2023-12-18,FusionBook Air,Laptops,East India,2,12,18,0,4,188.0,4.528464
2024-03-11,FusionBook Air,Laptops,East India,1,3,11,0,1,31.0,4.3534274
2024-06-18,FusionBook Air,Laptops,East India,41,6,18,1,2,46.0,6.3525243
2024-10-23,FusionBook Air,Laptops,East India,27,10,23,2,4,50.0,5.9235916
2021-01-28,FusionBook Air,Laptops,North India,71,1,28,3,1,124.0,8.4556265
2021-03-09,FusionBook Air,Laptops,North India,112,3,9,1,1,34.0,6.1068473
2021-04-19,FusionBook Air,Laptops,North India,3,4,19,0,2,52.0,4.6785574
2021-07-31,FusionBook Air,Laptops,North India,123,7,31,5,3,36.0,6.8155518
2021-10-07,FusionBook Air,Laptops,North India,69,10,7,3,4,184.0,8.150853
2021-12-08,FusionBook Air,Laptops,North India,1,12,8,2,4,1.0,10.735783
2022-02-16,FusionBook Air,Laptops,North India,25,2,16,2,1,98.0,17.348795
2022-05-03,FusionBook Air,Laptops,North India,15,5,3,1,2,160.0,6.8437634
2022-09-08,FusionBook Air,Laptops,North India,1,9,8,3,3,74.0,7.0186424
2022-10-29,FusionBook Air,Laptops,North India,2,10,29,5,4,29.0,6.311417
2022-12-20,FusionBook Air,Laptops,North India,1,12,20,1,4,1.0,9.2162
2023-02-16,FusionBook Air,Laptops,North India,1,2,16,3,1,1.0,11.130927
2023-04-17,FusionBook Air,Laptops,North India,40,4,17,0,2,27.0,34.298603
2023-06-17,FusionBook Air,Laptops,North India,1,6,17,5,2,47.0,8.201748
2023-07-22,FusionBook Air,Laptops,North India,42,7,22,5,3,2.0,7.183497
2023-09-08,FusionBook Air,Laptops,North India,9,9,8,4,3,36.0,8.131774
2023-10-26,FusionBook Air,Laptops,North India,4,10,26,3,4,38.0,8.131774
2024-02-04,FusionBook Air,Laptops,North India,1,2,4,6,1,199.0,11.032346
2024-06-05,FusionBook Air,Laptops,North India,49,6,5,2,2,1.0,5.9825454
2024-07-16,FusionBook Air,Laptops,North India,3,7,16,1,3,71.0,6.241361
2024-09-28,FusionBook Air,Laptops,North India,1,9,28,5,3,18.0,9.491772
2024-11-17,FusionBook Air,Laptops,North India,1,11,17,6,4,96.0,6.4388695
2021-02-02,FusionBook Air,Laptops,South India,92,2,2,1,1,9.0,9.64048
2021-03-28,FusionBook Air,Laptops,South India,180,3,28,6,1,140.0,10.262461
2021-05-19,FusionBook Air,Laptops,South India,17,5,19,2,2,44.0,7.283678
2021-07-20,FusionBook Air,Laptops,South India,72,7,20,1,3,204.0,6.2181845
2021-09-17,FusionBook Air,Laptops,South India,134,9,17,4,3,192.0,7.3789706
2021-11-08,FusionBook Air,Laptops,South India,84,11,8,0,4,54.0,7.2688565
2022-03-01,FusionBook Air,Laptops,South India,4,3,1,1,1,55.0,9.296326
2022-05-30,FusionBook Air,Laptops,South India,86,5,30,0,2,130.0,6.8345556
2022-08-22,FusionBook Air,Laptops,South India,83,8,22,0,3,27.0,10.285054
2022-11-16,FusionBook Air,Laptops,South India,1,11,16,2,4,13.0,6.6286325
2023-01-07,FusionBook Air,Laptops,South India,73,1,7,5,1,76.0,8.084055
2023-02-28,FusionBook Air,Laptops,South India,9,2,28,1,1,89.0,12.780734
2023-04-23,FusionBook Air,Laptops,South India,1,4,23,6,2,2.0,5.835211
2023-06-12,FusionBook Air,Laptops,South India,13,6,12,0,2,2.0,6.4557815
2023-07-16,FusionBook Air,Laptops,South India,1,7,16,6,3,63.0,6.5208564
2023-09-03,FusionBook Air,Laptops,South India,1,9,3,6,3,56.0,7.585889
2023-11-26,FusionBook Air,Laptops,South India,54,11,26,6,4,6.0,8.821152
2024-03-01,FusionBook Air,Laptops,South India,30,3,1,4,1,26.0,7.7516465
2024-06-05,FusionBook Air,Laptops,South India,1,6,5,2,2,1.0,8.174706
2024-07-11,FusionBook Air,Laptops,South India,10,7,11,3,3,53.0,5.3012524
2024-08-11,FusionBook Air,Laptops,South India,27,8,11,6,3,2.0,6.2614055
2024-09-26,FusionBook Air,Laptops,South India,1,9,26,3,3,1.0,6.6778154
2024-11-10,FusionBook Air,Laptops,South India,2,11,10,6,4,41.0,8.171123
2024-12-30,FusionBook Air,Laptops,South India,1,12,30,0,4,44.0,6.851408
2021-03-03,FusionBook Air,Laptops,West India,1,3,3,2,1,1.0,6.3169136
2021-04-10,FusionBook Air,Laptops,West India,88,4,10,5,2,8.0,6.4193077
2021-05-29,FusionBook Air,Laptops,West India,44,5,29,5,2,1.0,8.158916
2021-08-23,FusionBook Air,Laptops,West India,13,8,23,0,3,1.0,9.044909
2021-10-20,FusionBook Air,Laptops,West India,19,10,20,2,4,2.0,9.55232
2022-03-09,FusionBook Air,Laptops,West India,2,3,9,2,1,49.0,7.0854883
2022-06-13,FusionBook Air,Laptops,West India,33,6,13,0,2,21.0,7.3123055
2022-07-29,FusionBook Air,Laptops,West India,2,7,29,4,3,1.0,8.986904
2022-10-01,FusionBook Air,Laptops,West India,242,10,1,5,4,1.0,8.88442
2022-11-05,FusionBook Air,Laptops,West India,81,11,5,5,4,22.0,5.899206
2022-12-15,FusionBook Air,Laptops,West India,2,12,15,3,4,1.0,7.0973053
2023-02-05,FusionBook Air,Laptops,West India,41,2,5,6,1,18.0,6.134261
2023-05-24,FusionBook Air,Laptops,West India,35,5,24,2,2,1.0,8.041157
2023-07-27,FusionBook Air,Laptops,West India,1,7,27,3,3,1.0,9.997343
2023-09-20,FusionBook Air,Laptops,West India,7,9,20,2,3,32.0,10.134969
2023-11-09,FusionBook Air,Laptops,West India,163,11,9,3,4,59.0,8.132018
2024-02-17,FusionBook Air,Laptops,West India,27,2,17,5,1,36.0,11.22596
2024-06-01,FusionBook Air,Laptops,West India,248,6,1,5,2,1.0,5.06971
2024-10-06,FusionBook Air,Laptops,West India,3,10,6,6,4,10.0,7.916217
2024-11-29,FusionBook Air,Laptops,West India,52,11,29,4,4,2.0,7.6645417
2021-07-10,FusionBook Pro,Laptops,Central India,43,7,10,5,3,1.0,7.003375
2021-10-05,FusionBook Pro,Laptops,Central India,1,10,5,1,4,1.0,7.4946146
2022-01-27,FusionBook Pro,Laptops,Central India,32,1,27,3,1,1.0,6.306056
2022-07-03,FusionBook Pro,Laptops,Central India,2,7,3,6,3,1.0,7.266209
2022-11-20,FusionBook Pro,Laptops,Central India,1,11,20,6,4,1.0,11.694141
2023-05-03,FusionBook Pro,Laptops,Central India,1,5,3,2,2,63.0,7.5735683
2023-08-31,FusionBook Pro,Laptops,Central India,1,8,31,3,3,1.0,6.6889153
2024-02-06,FusionBook Pro,Laptops,Central India,12,2,6,1,1,1.0,5.112716
2024-08-10,FusionBook Pro,Laptops,Central India,1,8,10,5,3,46.0,6.106782
2021-06-21,FusionBook Pro,Laptops,East India,163,6,21,0,2,150.0,6.304401
2021-09-18,FusionBook Pro,Laptops,East India,34,9,18,5,3,1.0,8.73227
2021-11-24,FusionBook Pro,Laptops,East India,34,11,24,2,4,27.0,8.73775
2022-04-20,FusionBook Pro,Laptops,East India,95,4,20,2,2,178.0,8.964843
2022-07-05,FusionBook Pro,Laptops,East India,2,7,5,1,3,1.0,6.5714307
2022-10-03,FusionBook Pro,Laptops,East India,29,10,3,0,4,1.0,6.983594
2023-08-09,FusionBook Pro,Laptops,East India,1,8,9,2,3,1.0,6.4483137
2024-02-20,FusionBook Pro,Laptops,East India,1,2,20,1,1,1.0,9.416418
2024-03-26,FusionBook Pro,Laptops,East India,25,3,26,1,1,35.0,6.737236
2024-09-18,FusionBook Pro,Laptops,East India,1,9,18,2,3,1.0,6.6695657
2021-06-10,FusionBook Pro,Laptops,North India,164,6,10,3,2,0.0,7.6565704
2021-07-22,FusionBook Pro,Laptops,North India,1,7,22,3,3,17.0,6.428617
2021-09-05,FusionBook Pro,Laptops,North India,2,9,5,6,3,60.0,6.5627327
2021-10-17,FusionBook Pro,Laptops,North India,153,10,17,6,4,19.0,6.362964
2021-11-21,FusionBook Pro,Laptops,North India,31,11,21,6,4,42.0,5.9218755
2022-04-21,FusionBook Pro,Laptops,North India,22,4,21,3,2,9.0,7.391782
2022-06-19,FusionBook Pro,Laptops,North India,1,6,19,6,2,98.0,8.861723
2022-08-13,FusionBook Pro,Laptops,North India,22,8,13,5,3,28.0,7.4571166
2022-10-06,FusionBook Pro,Laptops,North India,16,10,6,3,4,1.0,6.5177145
2022-12-01,FusionBook Pro,Laptops,North India,1,12,1,3,4,108.0,9.145317
2023-01-11,FusionBook Pro,Laptops,North India,181,1,11,2,1,149.0,8.062575
2023-03-04,FusionBook Pro,Laptops,North India,26,3,4,5,1,49.0,7.1504827
2023-05-17,FusionBook Pro,Laptops,North India,179,5,17,2,2,217.0,8.018342
2023-09-07,FusionBook Pro,Laptops,North India,2,9,7,3,3,1.0,6.6426506
2023-10-31,FusionBook Pro,Laptops,North India,1,10,31,1,4,2.0,7.817933
2023-12-11,FusionBook Pro,Laptops,North India,133,12,11,0,4,146.0,6.15562
2024-01-22,FusionBook Pro,Laptops,North India,39,1,22,0,1,1.0,5.910692
2024-03-05,FusionBook Pro,Laptops,North India,1,3,5,1,1,15.0,6.1590147
2024-05-27,FusionBook Pro,Laptops,North India,8,5,27,0,2,1.0,8.783911
2024-07-20,FusionBook Pro,Laptops,North India,1,7,20,5,3,162.0,7.1469736
2024-09-09,FusionBook Pro,Laptops,North India,1,9,9,0,3,94.0,7.4411883
2024-10-25,FusionBook Pro,Laptops,North India,34,10,25,4,4,71.0,6.474332
2024-12-15,FusionBook Pro,Laptops,North India,141,12,15,6,4,84.0,7.49956
2021-09-29,FusionBook Pro,Laptops,South India,82,9,29,2,3,2.0,9.022117
2021-11-07,FusionBook Pro,Laptops,South India,44,11,7,6,4,82.0,7.3682256
2021-12-16,FusionBook Pro,Laptops,South India,64,12,16,3,4,51.0,7.662441
2022-01-28,FusionBook Pro,Laptops,South India,48,1,28,4,1,1.0,7.1099663
2022-03-09,FusionBook Pro,Laptops,South India,59,3,9,2,1,3.0,5.6407585
2022-06-07,FusionBook Pro,Laptops,South India,13,6,7,1,2,37.0,5.6561356
2022-07-29,FusionBook Pro,Laptops,South India,350,7,29,4,3,18.0,8.689656
2022-12-03,FusionBook Pro,Laptops,South India,2,12,3,5,4,1.0,6.407857
2023-01-08,FusionBook Pro,Laptops,South India,1,1,8,6,1,1.0,6.510251
2023-02-19,FusionBook Pro,Laptops,South India,48,2,19,6,1,1.0,7.470404
2023-07-08,FusionBook Pro,Laptops,South India,97,7,8,5,3,1.0,8.074676
2023-09-11,FusionBook Pro,Laptops,South India,105,9,11,0,3,223.0,6.406202
2023-11-12,FusionBook Pro,Laptops,South India,107,11,12,6,4,67.0,7.954713
2023-12-21,FusionBook Pro,Laptops,South India,14,12,21,3,4,107.0,5.8508883
2024-03-31,FusionBook Pro,Laptops,South India,4,3,31,6,1,1.0,6.4285965
2024-05-22,FusionBook Pro,Laptops,South India,24,5,22,2,2,40.0,7.387654
2024-07-08,FusionBook Pro,Laptops,South India,47,7,8,0,3,235.0,5.0822563
2024-08-17,FusionBook Pro,Laptops,South India,144,8,17,5,3,83.0,4.661669
2024-12-21,FusionBook Pro,Laptops,South India,40,12,21,5,4,50.0,6.2891707
2021-09-06,FusionBook Pro,Laptops,West India,163,9,6,0,3,70.0,8.083885
2021-10-16,FusionBook Pro,Laptops,West India,43,10,16,5,4,41.0,6.291314
2021-11-22,FusionBook Pro,Laptops,West India,1,11,22,0,4,3.0,6.2218556
2022-01-02,FusionBook Pro,Laptops,West India,49,1,2,6,1,51.0,5.419546
2022-02-17,FusionBook Pro,Laptops,West India,23,2,17,3,1,1.0,6.3797
2022-06-15,FusionBook Pro,Laptops,West India,78,6,15,2,2,86.0,6.8969893
2022-08-26,FusionBook Pro,Laptops,West India,1,8,26,4,3,28.0,7.291849
2022-10-15,FusionBook Pro,Laptops,West India,465,10,15,5,4,2.0,6.4798393
2022-11-24,FusionBook Pro,Laptops,West India,96,11,24,3,4,35.0,5.3513103
2023-01-17,FusionBook Pro,Laptops,West India,36,1,17,1,1,1.0,6.4138584
2023-03-12,FusionBook Pro,Laptops,West India,177,3,12,6,1,35.0,5.4537044
2023-07-10,FusionBook Pro,Laptops,West India,107,7,10,0,3,103.0,8.2482195
2023-09-03,FusionBook Pro,Laptops,West India,49,9,3,6,3,2.0,7.8537755
2023-10-04,FusionBook Pro,Laptops,West India,39,10,4,2,4,1.0,6.8908777
2023-11-20,FusionBook Pro,Laptops,West India,40,11,20,0,4,39.0,6.54433
2024-01-05,FusionBook Pro,Laptops,West India,176,1,5,4,1,33.0,5.361551
2024-02-17,FusionBook Pro,Laptops,West India,24,2,17,5,1,112.0,5.2930675
2024-05-03,FusionBook Pro,Laptops,West India,1,5,3,4,2,1.0,5.5856113
2024-09-14,FusionBook Pro,Laptops,West India,88,9,14,5,3,59.0,6.627958
2022-04-06,FusionBook Ultra,Laptops,Central India,34,4,6,2,2,20.0,4.7954054
2023-11-06,FusionBook Ultra,Laptops,Central India,1,11,6,0,4,119.0,5.8672504
2024-06-13,FusionBook Ultra,Laptops,Central India,1,6,13,3,2,1.0,7.941595
2022-04-30,FusionBook Ultra,Laptops,East India,1,4,30,5,2,31.0,6.244383
2022-08-04,FusionBook Ultra,Laptops,East India,136,8,4,3,3,36.0,6.054762
2023-01-06,FusionBook Ultra,Laptops,East India,19,1,6,4,1,172.0,6.228562
2023-04-25,FusionBook Ultra,Laptops,East India,1,4,25,1,2,1.0,7.1176395
2024-02-19,FusionBook Ultra,Laptops,East India,1,2,19,0,1,1.0,6.468038
2024-06-02,FusionBook Ultra,Laptops,East India,1,6,2,6,2,1.0,5.5565076
2024-07-30,FusionBook Ultra,Laptops,East India,148,7,30,1,3,52.0,5.356738
2024-11-11,FusionBook Ultra,Laptops,East India,1,11,11,0,4,44.0,4.9156494
2022-06-11,FusionBook Ultra,Laptops,North India,53,6,11,5,2,4.0,7.22413
2022-07-19,FusionBook Ultra,Laptops,North India,1,7,19,1,3,1.0,8.1329775
2022-09-13,FusionBook Ultra,Laptops,North India,1,9,13,1,3,73.0,6.3944364
2022-11-02,FusionBook Ultra,Laptops,North India,83,11,2,2,4,21.0,6.1421313
2023-05-01,FusionBook Ultra,Laptops,North India,45,5,1,0,2,99.0,4.489185
2023-07-03,FusionBook Ultra,Laptops,North India,1,7,3,0,3,2.0,6.958859
2023-09-07,FusionBook Ultra,Laptops,North India,13,9,7,3,3,34.0,4.0846415
2024-01-24,FusionBook Ultra,Laptops,North India,1,1,24,2,1,1.0,5.383884
2024-03-10,FusionBook Ultra,Laptops,North India,2,3,10,6,1,127.0,4.9000607
2024-07-14,FusionBook Ultra,Laptops,North India,39,7,14,6,3,46.0,7.558405
2024-09-02,FusionBook Ultra,Laptops,North India,100,9,2,0,3,10.0,7.0601673
2024-12-14,FusionBook Ultra,Laptops,North India,26,12,14,5,4,1.0,5.925044
2022-07-16,FusionBook Ultra,Laptops,South India,34,7,16,5,3,50.0,5.371819
2022-09-12,FusionBook Ultra,Laptops,South India,2,9,12,0,3,209.0,7.747051
2022-10-29,FusionBook Ultra,Laptops,South India,110,10,29,5,4,49.0,7.8001833
2023-02-22,FusionBook Ultra,Laptops,South India,37,2,22,2,1,21.0,7.4873114
2023-04-20,FusionBook Ultra,Laptops,South India,60,4,20,3,2,87.0,5.856559
2023-06-16,FusionBook Ultra,Laptops,South India,2,6,16,4,2,2.0,4.5161185
2023-07-25,FusionBook Ultra,Laptops,South India,36,7,25,1,3,1.0,5.6897244
2023-09-08,FusionBook Ultra,Laptops,South India,32,9,8,4,3,93.0,5.7483034
2023-10-31,FusionBook Ultra,Laptops,South India,1,10,31,1,4,2.0,7.493412
2023-12-22,FusionBook Ultra,Laptops,South India,1,12,22,4,4,38.0,5.8825173
2024-03-16,FusionBook Ultra,Laptops,South India,1,3,16,5,1,28.0,5.6138825
2024-04-24,FusionBook Ultra,Laptops,South India,3,4,24,2,2,1.0,6.1928897
2024-06-05,FusionBook Ultra,Laptops,South India,94,6,5,2,2,3.0,5.680887
2024-09-02,FusionBook Ultra,Laptops,South India,38,9,2,0,3,151.0,8.318298
2024-10-13,FusionBook Ultra,Laptops,South India,20,10,13,6,4,124.0,4.830209
2024-12-29,FusionBook Ultra,Laptops,South India,1,12,29,6,4,1.0,6.103137
2022-05-09,FusionBook Ultra,Laptops,West India,31,5,9,0,2,123.0,7.476864
2022-08-27,FusionBook Ultra,Laptops,West India,1,8,27,5,3,1.0,9.233486
2022-10-24,FusionBook Ultra,Laptops,West India,16,10,24,0,4,13.0,6.7997923
2023-01-20,FusionBook Ultra,Laptops,West India,90,1,20,4,1,2.0,4.8465295
2023-03-17,FusionBook Ultra,Laptops,West India,218,3,17,4,1,34.0,5.7418466
2023-05-05,FusionBook Ultra,Laptops,West India,12,5,5,4,2,1.0,5.190978
2023-10-30,FusionBook Ultra,Laptops,West India,1,10,30,0,4,87.0,6.219506
2024-03-30,FusionBook Ultra,Laptops,West India,70,3,30,5,1,22.0,6.604795
2024-05-18,FusionBook Ultra,Laptops,West India,1,5,18,5,2,2.0,5.717892
2024-09-08,FusionBook Ultra,Laptops,West India,9,9,8,6,3,2.0,5.787601
2024-12-19,FusionBook Ultra,Laptops,West India,97,12,19,3,4,44.0,6.4263444
2021-05-04,FusionPhone Lite,Smartphones,Central India,2,5,4,1,2,2.0,6.281184
2021-09-04,FusionPhone Lite,Smartphones,Central India,1,9,4,5,3,2.0,6.8601913
2022-04-25,FusionPhone Lite,Smartphones,Central India,1,4,25,0,2,1.0,7.2697206
2022-09-10,FusionPhone Lite,Smartphones,Central India,1,9,10,5,3,1.0,7.061738
2022-12-03,FusionPhone Lite,Smartphones,Central India,1,12,3,5,4,10.0,6.689213
2023-11-14,FusionPhone Lite,Smartphones,Central India,1,11,14,1,4,2.0,5.156487
2024-03-08,FusionPhone Lite,Smartphones,Central India,1,3,8,4,1,1.0,7.0448546
2024-09-10,FusionPhone Lite,Smartphones,Central India,1,9,10,1,3,1.0,10.316529
2021-02-25,FusionPhone Lite,Smartphones,East India,21,2,25,3,1,3.0,9.907985
2021-04-30,FusionPhone Lite,Smartphones,East India,3,4,30,4,2,1.0,14.189849
2021-07-03,FusionPhone Lite,Smartphones,East India,1,7,3,5,3,20.0,7.626656
2021-10-21,FusionPhone Lite,Smartphones,East India,1,10,21,3,4,1.0,8.071874
2022-01-08,FusionPhone Lite,Smartphones,East India,1,1,8,5,1,1.0,6.8232565
2022-05-01,FusionPhone Lite,Smartphones,East India,1,5,1,6,2,1.0,12.49997
2022-08-01,FusionPhone Lite,Smartphones,East India,1,8,1,0,3,1.0,13.567522
2022-10-29,FusionPhone Lite,Smartphones,East India,2,10,29,5,4,1.0,9.567965
2023-01-18,FusionPhone Lite,Smartphones,East India,1,1,18,2,1,2.0,8.7112665
2023-05-06,FusionPhone Lite,Smartphones,East India,1,5,6,5,2,1.0,9.987399
2023-09-15,FusionPhone Lite,Smartphones,East India,1,9,15,4,3,1.0,7.812821
2023-11-26,FusionPhone Lite,Smartphones,East India,1,11,26,6,4,1.0,8.12337
2024-02-14,FusionPhone Lite,Smartphones,East India,1,2,14,2,1,21.0,9.960835
2024-06-14,FusionPhone Lite,Smartphones,East India,20,6,14,4,2,1.0,10.462508
2024-10-14,FusionPhone Lite,Smartphones,East India,4,10,14,0,4,47.0,12.491953
2021-02-07,FusionPhone Lite,Smartphones,North India,7,2,7,6,1,6.0,12.192231
2021-03-22,FusionPhone Lite,Smartphones,North India,5,3,22,0,1,7.0,9.810665
2021-05-08,FusionPhone Lite,Smartphones,North India,6,5,8,5,2,4.0,15.575489
2021-06-28,FusionPhone Lite,Smartphones,North India,2,6,28,0,2,3.0,8.09487
2021-08-09,FusionPhone Lite,Smartphones,North India,2,8,9,0,3,3.0,13.082775
2021-10-15,FusionPhone Lite,Smartphones,North India,1,10,15,4,4,2.0,11.416919
2021-12-06,FusionPhone Lite,Smartphones,North India,1,12,6,0,4,1.0,13.222341
2022-01-29,FusionPhone Lite,Smartphones,North India,2,1,29,5,1,1.0,20.991278
2022-03-22,FusionPhone Lite,Smartphones,North India,48,3,22,1,1,2.0,10.482378
2022-10-18,FusionPhone Lite,Smartphones,North India,5,10,18,1,4,9.0,8.188568
2022-12-12,FusionPhone Lite,Smartphones,North India,4,12,12,0,4,2.0,10.765469
2023-02-08,FusionPhone Lite,Smartphones,North India,2,2,8,2,1,2.0,20.943098
2023-04-17,FusionPhone Lite,Smartphones,North India,1,4,17,0,2,1.0,16.469414
2023-06-09,FusionPhone Lite,Smartphones,North India,1,6,9,4,2,1.0,10.980133
2023-08-20,FusionPhone Lite,Smartphones,North India,1,8,20,6,3,1.0,9.782692
2023-10-19,FusionPhone Lite,Smartphones,North India,1,10,19,3,4,2.0,8.537444
2023-12-01,FusionPhone Lite,Smartphones,North India,1,12,1,4,4,3.0,11.26889
2024-02-22,FusionPhone Lite,Smartphones,North India,1,2,22,3,1,42.0,10.123338
2024-05-22,FusionPhone Lite,Smartphones,North India,1,5,22,2,2,1.0,15.262793
2024-08-23,FusionPhone Lite,Smartphones,North India,1,8,23,4,3,40.0,15.618234
2024-11-14,FusionPhone Lite,Smartphones,North India,3,11,14,3,4,5.0,16.17589
2021-03-05,FusionPhone Lite,Smartphones,South India,5,3,5,4,1,36.0,10.748781
2021-05-11,FusionPhone Lite,Smartphones,South India,14,5,11,1,2,26.0,15.485428
2021-07-22,FusionPhone Lite,Smartphones,South India,4,7,22,3,3,38.0,16.440258
2021-10-06,FusionPhone Lite,Smartphones,South India,4,10,6,2,4,1.0,17.377693
2021-12-16,FusionPhone Lite,Smartphones,South India,4,12,16,3,4,2.0,16.142159
2022-02-20,FusionPhone Lite,Smartphones,South India,4,2,20,6,1,3.0,16.05601
2022-05-01,FusionPhone Lite,Smartphones,South India,7,5,1,6,2,4.0,20.117727
2022-06-20,FusionPhone Lite,Smartphones,South India,3,6,20,0,2,2.0,12.428905
2022-08-03,FusionPhone Lite,Smartphones,South India,1,8,3,2,3,1.0,12.428905
2022-09-24,FusionPhone Lite,Smartphones,South India,5,9,24,5,3,1.0,9.086208
2022-11-18,FusionPhone Lite,Smartphones,South India,6,11,18,4,4,2.0,7.5866485
2023-03-09,FusionPhone Lite,Smartphones,South India,1,3,9,3,1,1.0,9.219577
2023-05-03,FusionPhone Lite,Smartphones,South India,1,5,3,2,2,1.0,13.248686
2023-07-08,FusionPhone Lite,Smartphones,South India,2,7,8,5,3,4.0,8.517245
2023-09-09,FusionPhone Lite,Smartphones,South India,3,9,9,5,3,3.0,7.7571826
2023-11-02,FusionPhone Lite,Smartphones,South India,2,11,2,3,4,5.0,7.8223825
2023-12-29,FusionPhone Lite,Smartphones,South India,5,12,29,4,4,3.0,9.970274
2024-02-25,FusionPhone Lite,Smartphones,South India,3,2,25,6,1,3.0,9.649509
2024-04-12,FusionPhone Lite,Smartphones,South India,3,4,12,4,2,34.0,6.4574146
2024-05-29,FusionPhone Lite,Smartphones,South India,2,5,29,2,2,1.0,8.356255
2024-07-18,FusionPhone Lite,Smartphones,South India,4,7,18,3,3,72.0,10.550022
2024-10-16,FusionPhone Lite,Smartphones,South India,5,10,16,2,4,3.0,8.765079
2024-11-23,FusionPhone Lite,Smartphones,South India,3,11,23,5,4,1.0,6.765093
2021-02-05,FusionPhone Lite,Smartphones,West India,4,2,5,4,1,9.0,7.439129
2021-03-22,FusionPhone Lite,Smartphones,West India,2,3,22,0,1,3.0,8.261691
2021-04-30,FusionPhone Lite,Smartphones,West India,16,4,30,4,2,38.0,6.859832
2021-07-15,FusionPhone Lite,Smartphones,West India,4,7,15,3,3,30.0,6.99572
2021-08-19,FusionPhone Lite,Smartphones,West India,1,8,19,3,3,38.0,8.574705
2021-10-07,FusionPhone Lite,Smartphones,West India,3,10,7,3,4,2.0,7.617878
2021-11-09,FusionPhone Lite,Smartphones,West India,2,11,9,1,4,40.0,8.441768
2021-12-23,FusionPhone Lite,Smartphones,West India,2,12,23,3,4,2.0,8.260026
2022-03-08,FusionPhone Lite,Smartphones,West India,2,3,8,1,1,1.0,7.3364267
2022-04-26,FusionPhone Lite,Smartphones,West India,3,4,26,1,2,43.0,7.2351623
2022-07-27,FusionPhone Lite,Smartphones,West India,1,7,27,2,3,1.0,4.219433
2022-10-25,FusionPhone Lite,Smartphones,West India,41,10,25,1,4,4.0,6.053289
2023-05-12,FusionPhone Lite,Smartphones,West India,1,5,12,4,2,2.0,5.366857
2023-08-18,FusionPhone Lite,Smartphones,West India,3,8,18,4,3,1.0,6.0111804
2023-11-13,FusionPhone Lite,Smartphones,West India,2,11,13,0,4,116.0,8.150977
2023-12-23,FusionPhone Lite,Smartphones,West India,2,12,23,5,4,38.0,4.47154
2024-05-07,FusionPhone Lite,Smartphones,West India,4,5,7,1,2,2.0,6.415312
2024-06-26,FusionPhone Lite,Smartphones,West India,1,6,26,2,2,1.0,6.338677
2024-08-07,FusionPhone Lite,Smartphones,West India,2,8,7,2,3,2.0,6.7892675
2024-09-09,FusionPhone Lite,Smartphones,West India,2,9,9,0,3,1.0,7.0692782
2024-10-19,FusionPhone Lite,Smartphones,West India,2,10,19,5,4,4.0,6.112654
2024-11-24,FusionPhone Lite,Smartphones,West India,2,11,24,6,4,4.0,6.3609767
2022-10-26,FusionPhone Ultra,Smartphones,Central India,1,10,26,2,4,1.0,9.266917
2023-03-14,FusionPhone Ultra,Smartphones,Central India,30,3,14,1,1,1.0,40.289776
2023-07-29,FusionPhone Ultra,Smartphones,Central India,1,7,29,5,3,1.0,11.495159
2023-11-17,FusionPhone Ultra,Smartphones,Central India,1,11,17,4,4,2.0,7.9733415
2022-10-07,FusionPhone Ultra,Smartphones,East India,1,10,7,4,4,0.0,15.744413
2022-12-08,FusionPhone Ultra,Smartphones,East India,1,12,8,3,4,2.0,9.977571
2023-08-31,FusionPhone Ultra,Smartphones,East India,2,8,31,3,3,1.0,5.999027
2024-04-25,FusionPhone Ultra,Smartphones,East India,1,4,25,3,2,1.0,5.3737826
2024-09-10,FusionPhone Ultra,Smartphones,East India,1,9,10,1,3,2.0,11.71033
2024-12-16,FusionPhone Ultra,Smartphones,East India,1,12,16,0,4,1.0,8.984892
2022-11-10,FusionPhone Ultra,Smartphones,North India,1,11,10,3,4,3.0,6.850918
2023-01-04,FusionPhone Ultra,Smartphones,North India,4,1,4,2,1,4.0,6.8877316
2023-03-07,FusionPhone Ultra,Smartphones,North India,1,3,7,1,1,1.0,7.3789706
2023-05-12,FusionPhone Ultra,Smartphones,North India,1,5,12,4,2,29.0,7.2688565
2023-07-09,FusionPhone Ultra,Smartphones,North India,1,7,9,6,3,3.0,6.4388695
2023-09-29,FusionPhone Ultra,Smartphones,North India,1,9,29,4,3,1.0,8.618201
2023-11-16,FusionPhone Ultra,Smartphones,North India,1,11,16,3,4,52.0,10.06144
2024-02-03,FusionPhone Ultra,Smartphones,North India,1,2,3,5,1,101.0,3.0546947
2024-08-25,FusionPhone Ultra,Smartphones,North India,1,8,25,6,3,5.0,8.084055
2024-10-07,FusionPhone Ultra,Smartphones,North India,165,10,7,0,4,29.0,7.928934
2024-11-24,FusionPhone Ultra,Smartphones,North India,6,11,24,6,4,3.0,6.681547
2022-11-15,FusionPhone Ultra,Smartphones,South India,71,11,15,1,4,1.0,6.5208564
2022-12-18,FusionPhone Ultra,Smartphones,South India,4,12,18,6,4,4.0,6.6391473
2023-01-30,FusionPhone Ultra,Smartphones,South India,2,1,30,0,1,3.0,8.546041
2023-03-11,FusionPhone Ultra,Smartphones,South India,2,3,11,5,1,1.0,10.414258
